"property_id","target_date","room_type_code","horizon_days","prediction_cutoff_date","prediction_cutoff_at_utc","available_room_nights","inventory_plan_known","booking_on_hand","cancelled_on_hand","booking_on_hand_ratio","rooms_sold_cutoff_lag_1","rooms_sold_cutoff_lag_7","rooms_sold_cutoff_lag_14","rooms_sold_cutoff_rolling_mean_7","rooms_sold_cutoff_rolling_mean_28","adr_cutoff_lag_7","cancellation_rate_cutoff_lag_28","target_day_of_week","target_month","target_is_weekend","target_is_month_start","target_is_month_end","target_is_public_holiday","target_is_holiday_eve","target_season_code","domestic_travel_index","inbound_travel_index","event_demand_index","weather_scenario_code","data_period_status","is_forecast","dataset_split","label_available","rooms_sold","is_synthetic","generation_seed","schema_version","scenario_version","fixture_version","generated_at"
"SYNTHETIC_HOTEL_001","2026-07-31","STANDARD","3","2026-07-28","2026-07-28 14:59:59+00","150","1","78","2","0.520000","101","105","87","106.000000","103.035714","175428.57","0.053883","5","7","false","false","true","false","false","SUMMER","1.226776","1.196082","0.995647","NORMAL_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-07-31","SUITE","3","2026-07-28","2026-07-28 14:59:59+00","40","1","16","1","0.400000","22","20","22","22.142857","21.607143","469000.00","0.072289","5","7","false","false","true","false","false","SUMMER","1.226776","1.196082","0.995647","NORMAL_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-01","DELUXE","4","2026-07-28","2026-07-28 14:59:59+00","90","1","49","2","0.544444","63","51","51","59.285714","59.428571","248714.29","0.074741","6","8","true","true","false","false","false","SUMMER","1.324641","1.215730","1.006367","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-01","RESIDENCE","4","2026-07-28","2026-07-28 14:59:59+00","17","1","9","0","0.529412","12","12","11","10.857143","11.392857","346714.29","0.065527","6","8","true","true","false","false","false","SUMMER","1.324641","1.215730","1.006367","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-01","STANDARD","4","2026-07-28","2026-07-28 14:59:59+00","150","1","88","3","0.586667","101","105","87","106.000000","103.035714","175428.57","0.053883","6","8","true","true","false","false","false","SUMMER","1.324641","1.215730","1.006367","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-01","SUITE","4","2026-07-28","2026-07-28 14:59:59+00","40","1","20","1","0.500000","22","20","22","22.142857","21.607143","469000.00","0.072289","6","8","true","true","false","false","false","SUMMER","1.324641","1.215730","1.006367","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-02","DELUXE","5","2026-07-28","2026-07-28 14:59:59+00","90","1","43","1","0.477778","63","51","51","59.285714","59.428571","248714.29","0.074741","7","8","true","false","false","false","false","SUMMER","1.323301","1.214726","1.005251","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-02","RESIDENCE","5","2026-07-28","2026-07-28 14:59:59+00","19","1","8","0","0.421053","12","12","11","10.857143","11.392857","346714.29","0.065527","7","8","true","false","false","false","false","SUMMER","1.323301","1.214726","1.005251","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-02","STANDARD","5","2026-07-28","2026-07-28 14:59:59+00","150","1","82","1","0.546667","101","105","87","106.000000","103.035714","175428.57","0.053883","7","8","true","false","false","false","false","SUMMER","1.323301","1.214726","1.005251","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-02","SUITE","5","2026-07-28","2026-07-28 14:59:59+00","40","0","16","0","0.400000","22","20","22","22.142857","21.607143","469000.00","0.072289","7","8","true","false","false","false","false","SUMMER","1.323301","1.214726","1.005251","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-03","DELUXE","6","2026-07-28","2026-07-28 14:59:59+00","90","1","35","0","0.388889","63","51","51","59.285714","59.428571","248714.29","0.074741","1","8","false","false","false","false","false","SUMMER","1.250489","1.201367","0.990408","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-03","RESIDENCE","6","2026-07-28","2026-07-28 14:59:59+00","20","1","8","0","0.400000","12","12","11","10.857143","11.392857","346714.29","0.065527","1","8","false","false","false","false","false","SUMMER","1.250489","1.201367","0.990408","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-03","STANDARD","6","2026-07-28","2026-07-28 14:59:59+00","150","1","60","0","0.400000","101","105","87","106.000000","103.035714","175428.57","0.053883","1","8","false","false","false","false","false","SUMMER","1.250489","1.201367","0.990408","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-03","SUITE","6","2026-07-28","2026-07-28 14:59:59+00","40","1","13","0","0.325000","22","20","22","22.142857","21.607143","469000.00","0.072289","1","8","false","false","false","false","false","SUMMER","1.250489","1.201367","0.990408","HEATWAVE_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-04","DELUXE","7","2026-07-28","2026-07-28 14:59:59+00","89","1","32","0","0.359551","63","51","51","59.285714","59.428571","248714.29","0.074741","2","8","false","false","false","false","false","SUMMER","1.253564","1.203673","0.992970","NORMAL_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-04","RESIDENCE","7","2026-07-28","2026-07-28 14:59:59+00","20","1","6","0","0.300000","12","12","11","10.857143","11.392857","346714.29","0.065527","2","8","false","false","false","false","false","SUMMER","1.253564","1.203673","0.992970","NORMAL_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-04","STANDARD","7","2026-07-28","2026-07-28 14:59:59+00","150","1","54","0","0.360000","101","105","87","106.000000","103.035714","175428.57","0.053883","2","8","false","false","false","false","false","SUMMER","1.253564","1.203673","0.992970","NORMAL_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
"SYNTHETIC_HOTEL_001","2026-08-04","SUITE","7","2026-07-28","2026-07-28 14:59:59+00","39","1","10","0","0.256410","22","20","22","22.142857","21.607143","469000.00","0.072289","2","8","false","false","false","false","false","SUMMER","1.253564","1.203673","0.992970","NORMAL_SCENARIO","FORECAST_SCENARIO","true","FORECAST","false","","true","20260803","room-demand-synth-schema-v1.0","room-demand-synth-scenario-v1.0","room-demand-synth-fixture-v1.0","2026-08-03 03:00:00+00"
